Date,Name,Text
2022-03-04,Стенограмма заседания парламента (2022.03.04),"Our country condemns Russia's military action with the strongest words, and has strongly urged Russia to immediately stop its attacks and withdraw its troops from Russia"
2022-03-04,Стенограмма заседания парламента (2022.03.04),Japan supports such a quick response by the ICJ
2022-03-04,Стенограмма заседания парламента (2022.03.04),"by taking a step forward and showing a positive attitude, Japan will have a very large impact on other countries, so we will support each of these movements from behind"
2022-03-04,Стенограмма заседания парламента (2022.03.04),I would like to do my best to support the Ukrainian people who are facing difficulties
2022-03-04,Стенограмма заседания парламента (2022.03.04),I believe that Russia's series of actions this time will raise the problems faced by the United Nations again
2022-03-04,Стенограмма заседания парламента (2022.03.04),the impact on human rights or the economy is immeasable
2022-03-04,Стенограмма заседания парламента (2022.03.04),Why did our seniors have to cooperate with Russia?
2022-03-04,Стенограмма заседания парламента (2022.03.04),it is said that Putin was already in 2006
2022-03-04,Стенограмма заседания парламента (2022.03.04),"As a government, we have been supporting imports from Russia"
2022-03-04,Стенограмма заседания парламента (2022.03.04),"there are a lot of imports from Russia, especially when it comes to mineral resources"
2022-03-04,Стенограмма заседания парламента (2022.03.04),"Japan is doing a common resource project with Russia regarding these gas fields or oil, but this is in the sense of sanctions that have taken a step forward against Russia, and it is to withdraw"
2022-03-04,Стенограмма заседания парламента (2022.03.04),"Russian sanctions on energy imports from Russia, it is a national interest to maximize the stable supply of energy supply and security, and the G7 will keep pace firmly. We are aware that we will respond appropriately accordingly."
2022-03-04,Стенограмма заседания парламента (2022.03.04),"We will not repeat the sanctions individually, but by taking these sanctions in cooperation with the international community, we believe that we will impose restrictions on both Russia's willingness to continue military action"
2022-03-04,Стенограмма заседания парламента (2022.03.04),the risk of market instability due to Russia's invasion of Ukraine
2022-03-04,Стенограмма заседания парламента (2022.03.04),"And as for our standard idea, we all have a common idea of signing a peace treaty after the problem of the Northern Territory is resolved"
2022-03-04,Стенограмма заседания парламента (2022.03.04),"if you can't enter the negotiation, of course, you can't make a peace treaty, and the problem is whether it's not at the stage of Russia's invasion or invasion, or whether it's until Russia withdraws troops"
2022-03-04,Стенограмма заседания парламента (2022.03.04),"the Russian army is stationed in some areas, the peace treaty negotiations and nothing will progress until they are all withdrawn"
2022-03-04,Стенограмма заседания парламента (2022.03.04),but we have consistently supported a peaceful solution based on the principles of sovereignty and territorial integrity
2022-03-04,Стенограмма заседания парламента (2022.03.04),"Based on the basic position of severely condemning Russia's invasion of Ukraine, Japan became a co-sponsor of this General Assembly resolution and voted in favor, and so many countries agreed and are happy that the General Assembly resolution was adopted"
2022-03-04,Стенограмма заседания парламента (2022.03.04),"many countries have raised their voices to accuse Russia's aggression as a violation of Ukraine's sovereignty and territorial integrity, violate international law, and violate the United Nations Charter"
2022-03-04,Стенограмма заседания парламента (2022.03.04),it is not just the United States and its allies.
2022-03-04,Стенограмма заседания парламента (2022.03.04),"strongly demand compliance with international law, and the United Nations is based on these basic positions."
2022-03-04,Стенограмма заседания парламента (2022.03.04),this Russian invasion is an outrage that tramples on the United Nations Charter and fundamentally threatens the peace order built through the two world wars
2022-03-04,Стенограмма заседания парламента (2022.03.04),"I think it is an unforgivable act that is absolutely unacceptable, such as raising the posture of nuclear forces and threatening them with preemptive use"
2022-03-04,Стенограмма заседания парламента (2022.03.04),Russia's raising of the posture of the nuclear deterrent force is a dangerous action that could lead to further instability of the situation
2022-03-04,Стенограмма заседания парламента (2022.03.04),"President Putin has boasted that Russia is a nuclear power and has publicly announced that if an attack occurs, it will respond with nuclear weapons, but the attack here is an attack with conventional weapons, and it must be said that it is a completely unacceptable rant."
2022-03-04,Стенограмма заседания парламента (2022.03.04),"Russia has openly taken the preemptive use of nuclear weapons as a national guideline, so shouldn't the Japanese government, as the only war-to-war country, seek the withdrawal of this idea?"
2022-03-04,Стенограмма заседания парламента (2022.03.04),it is necessary to criticize itself for the open use of nuclear weapons as a national guideline
2022-03-04,Стенограмма заседания парламента (2022.03.04),"The Japan-Russia nuclear agreement is also within this framework, and in response to Russia's invasion of Ukraine, we do not think it is necessary to review these agreements at this time."
2022-03-04,Стенограмма заседания парламента (2022.03.04),"it is exactly that Russia is complying with the peaceful use of nuclear power, or that it is doing such security measures and activities properly"
2022-03-04,Стенограмма заседания парламента (2022.03.04),I think they are doing something that violates the nuclear power agreement
2022-03-09,Стенограмма заседания парламента (2022.03.09),"diplomatic and security issues, regardless of the ruling party or the opposition party, must be firmly addressed with all Japan, with that in mind, to protect the peace and people of our country"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"in response to Russia's military invasion, we are now allowed to expand our territory or change the status quo in this world, ignoring power and military power, and such international rules"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Power politics of the weak and the strong, will we go back to such a world, or we should hold on firmly here and maintain such an international order that we have been aiming for"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"The situation in Ukraine, why did this happen in response to Russia's outrage this time?"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Ukraine's security should have been protected in various international arrangements
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Japan has also cooperated with the G7 countries to actively work on denuclearization cooperation in Ukraine, and has cooperated to solve the safe disposal of nuclear weapons, nuclear non-proliferation and environmental problems in the former Soviet era"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"the United States, Britain, and Russia will join the territorial unity and politics of Ukraine"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia invaded Ukraine in vise contrary to this Budapest memorandum
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Russia's actions are an act that shakes the foundation of the international order as a matter before it questioned Ukraine's deterrence, and should be severely condemned as a clear violation of international law."
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia attacked this nuclear facility the other day after the nuclear power plant attack
2022-03-09,Стенограмма заседания парламента (2022.03.09),"with a sense of crisis that the security of Ukraine was not guaranteed this time, I think that we must deal with this Ukraine issue"
2022-03-09,Стенограмма заседания парламента (2022.03.09),We are constantly analyzing the impact of Russia's invasion of Ukraine on individual events in the international community
2022-03-09,Стенограмма заседания парламента (2022.03.09),"The Prime Minister has already said that this will not stop in Europe, but will shake the foundation of the world order, and in that sense, it will affect the Indo-Pacific and even East Asia"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"and 81% of the people are concerned about our country's security in response to the situation in Ukraine, which is quite a heavy number for me"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"the order will change a little, but as I said earlier about our country's intelligence function, in this situation in Ukraine, the movement of the United States is quite careful"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"It is a clear violation of international law, and it is absolutely unacceptable and severely condemned"
2022-03-09,Стенограмма заседания парламента (2022.03.09),the United States has actively disseminated prospects for Russia's trends and appealed for solidarity with the international community
2022-03-09,Стенограмма заседания парламента (2022.03.09),"In response to the Ukraine crisis, the international community, including the G7 We recognize that a very broad solidarity has been born"
2022-03-09,Стенограмма заседания парламента (2022.03.09),a resolution calling for the complete withdrawal of Russian troops at the emergency special session of the United Nations General Assembly on the Ukraine crisis.
2022-03-09,Стенограмма заседания парламента (2022.03.09),"As far as Japan is concerned, first of all, we would like to proceed with the necessary procedures to promptly implement the measures announced so far, and based on the future situation, we would like to work appropriately in cooperation with the international community, including the G7"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we believe that a very broad solidarity has been born in the international community, including the G7"
2022-03-09,Стенограмма заседания парламента (2022.03.09),We have been responding to the situation in Ukraine under various close cooperation between Japan and the United States
2022-03-09,Стенограмма заседания парламента (2022.03.09),the U.S. government has been carrying out various intelligence gathering activities in the event of Russia's recent invasion of Ukraine
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia's current invasion of Ukraine
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we are exchanging information with various countries, including the United States, an ally, and analyzing the international military situation"
2022-03-09,Стенограмма заседания парламента (2022.03.09),it is important for the Ministry of Foreign Affairs to work hard to make efforts in the current situation in Ukraine and somehow end the ceasefire agreement or military action as soon as possible
2022-03-09,Стенограмма заседания парламента (2022.03.09),we are making sanctions and diplomatic efforts in cooperation with the G7 countries and comrade countries
2022-03-09,Стенограмма заседания парламента (2022.03.09),The basic position of concluding a peace treaty with Russia on territorial issues has not changed
2022-03-09,Стенограмма заседания парламента (2022.03.09),now is the time to take strict measures against Russia
2022-03-09,Стенограмма заседания парламента (2022.03.09),"what is the biggest problem with Russia if this situation continues is that I still think that more and more innocent citizens in Ukraine will die and be sacrificed, so this is I think that's where to firmly converge this drop, so I would like you to use all channels to work towards it"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Japan was recognized as a non-friendly country from Russia's point of view
2022-03-09,Стенограмма заседания парламента (2022.03.09),"I think that our country has used all kinds of channels, especially since the Abe administration"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"with this Russian sanctions, especially through SWIFT"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"if we start with the elimination of SWIFT and proceed with the isolation of Russia from the international financial system, I think that there is a risk that settlements with China will inevitably increase, and the dollar will lead to a decrease in the hegemony of the U.S. financial system"
2022-03-09,Стенограмма заседания парламента (2022.03.09),the main point was how to separate China and Russia
2022-03-09,Стенограмма заседания парламента (2022.03.09),"And as for Russia's cooperation with China, in recent years, China and Russia have maintained a very close relationship, and even at the most recent summit, they have adopted a joint statement that includes opposition to the expansion of NATO"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"I believe that our country must continue to pay close attention to these trends, including the foreign policy of the two countries"
2022-03-09,Стенограмма заседания парламента (2022.03.09),we are trying to communicate about the current situation around Ukraine through various opportunities
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Regardless of the response to the situation in Ukraine, it is of great significance to deepen cooperation in various ways while openly exchanging opinions, including the regional situation, in four countries"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"regarding the exclusion from this SWIFT, this is not diplomatic, but rather will it lead to strengthen Sino-Russian cooperation"
2022-03-09,Стенограмма заседания парламента (2022.03.09),We will continue to pay close attention to the impact of the exclusion of specific Russian banks from SWIFT on the international monetary system
2022-03-09,Стенограмма заседания парламента (2022.03.09),"It has become a very serious situation, and it is really heartbreaking that ordinary citizens of Ukraine, including children, have died"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"I have heard from some parts of the international community that if Ukraine does not compromise, the damage will only spread more and more. Such voices may be gradually increasing in Japan"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"it is Russia that is unilaterally bad, and Russia has committed an act of aggression, and in response, the president elected by the people called for a thorough resistance war, and many citizens responded to it, and now they are fighting hard to protect their freedom"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we, the international community, will unanimously support what has been decided, and we can support as much as we can"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"if you impose sanctions, of course, you must be prepared to be bathed in the so-called return blood"
2022-03-09,Стенограмма заседания парламента (2022.03.09),We will relax the sanctions somehow
2022-03-09,Стенограмма заседания парламента (2022.03.09),"this will become like a pot from the point of view of Russia, and it is possible that the national theory will be divided"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"it is important to minimize the impact of Japanese companies due to the current economic sanctions against Russia, and to firmly support the affected companies"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Russia is unilaterally at fault this time, but it was the Japanese government that decided that it would impose economic sanctions"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"a country that uses a dictatorial administrative method that exercises various police powers, respects freedom, equality of freedom, human rights, and the rule of law"
2022-03-09,Стенограмма заседания парламента (2022.03.09),We would like to understand the importance of acting to show solidarity with the Ukrainian people for this purpose of protecting values and protecting the foundation of the international order
2022-03-09,Стенограмма заседания парламента (2022.03.09),the exclusion of the seven Russian banks from the SWIFT will significantly reduce Russia's ability to pay imports and exports and conduct cross-border financial transactions
2022-03-09,Стенограмма заседания парламента (2022.03.09),there is already a sharp decline in the exchange rate of Russian stock prices and the currency ruble
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia has decided to treat Japan as a non-friendly country
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Russia is pressing on debtors from unfriendly countries to accept debt repayment in its own country, the ruble"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we were working with the G7 to impose sanctions, the Russian side had already mentioned retaliation"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"This measure is to treat not only Japan, but also Europe, the United States, Korea, etc. together"
2022-03-09,Стенограмма заседания парламента (2022.03.09),our attitude of responding firmly to protect universal values in cooperation with the G7 and other countries will not change
2022-03-09,Стенограмма заседания парламента (2022.03.09),The fact that Russia has made Japan and the G7 countries unfriendly countries in action towards our common values
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia's values are different from our values
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we have been working closely with the international community, including the G7, to introduce strict measures very quickly"
2022-03-09,Стенограмма заседания парламента (2022.03.09),there is a high price for these outrages
2022-03-09,Стенограмма заседания парламента (2022.03.09),"various effects on the Russian economy, such as the collapse of the currency ruble, the suspension of stock market trading, and the withdrawal of foreign companies and the suspension of operations, have already begun to appear"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we would like to continue to consider and respond appropriately to initiatives that are considered effective in cooperation with the international community, including the G7"
2022-03-09,Стенограмма заседания парламента (2022.03.09),this cannot be said to be an effective sanction because Japan suffers more damage than Russia
2022-03-09,Стенограмма заседания парламента (2022.03.09),"The overseas G7 is watching what the Japanese government will do with Russia, and I wonder how serious they will go."
2022-03-09,Стенограмма заседания парламента (2022.03.09),"I don't know what happened after Russia occupied the Crimea in 2014, but since then, about eight projects have been done with Russia"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"regarding Sakhalin 1, this is under the jurisdiction of the economy and industry, but since it is issued, it is not the Minister of Economy, Trade and Industry, but the diplomacy of Japan"
2022-03-09,Стенограмма заседания парламента (2022.03.09),we would like to keep pace with the G7 and respond appropriately while fully considering the point of view of stable energy supply in Japan
2022-03-09,Стенограмма заседания парламента (2022.03.09),"the basic idea of defending human rights, which is a universal value, is fully consistent with each country in the G7"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia and China's press restrictions
2022-03-09,Стенограмма заседания парламента (2022.03.09),"I am strongly concerned that a law has been passed in Russia to restrict freedom of the press, and that foreign media are forced to suspend their activities in Russia in response to it"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"the attack on the Zapolija nuclear power plant, which took place on March 4, is an unforgivable outrage, and as a country that has experienced the TEPCO Fukushima Daiichi Nuclear Power Plant accident, we strongly condemn it"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"if Putin achieves the desired goal, even though this invasion of Ukraine will eventually be overwhelmingly criticized by international public opinion, power will be stronger than speech"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"If we don't really pay attention to that, I think the next fire will fall on our country"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"sanctioned Kim Jong-un, who is much more problematic for Japan than Putin"
2022-03-09,Стенограмма заседания парламента (2022.03.09),I think that the flight ban on Russian aircraft that Congressman Matsubara heard should be done immediately
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Russia is also watching Japan's way out, and in a sense, it is not a direct confrontation, but it's the same as a fight"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"it is inevitable that various effects will be exerted on the people, Japanese companies, etc. in response to this situation, but Russia's invasion of Ukraine this time is absolutely unacceptable."
2022-03-09,Стенограмма заседания парламента (2022.03.09),the security environment surrounding Japan is becoming more severe and uncertain
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Russia's invasion of Ukraine, needless to say, is a violation of international law, and the international community, including Japan, should never tolerate it."
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Sanctions by countries supporting Ukraine, including Japan, have also been launched and are now being implemented"
2022-03-09,Стенограмма заседания парламента (2022.03.09),it is also expected that such a response will have a negative impact on many people in the world and cause chaos in the order of the international community
2022-03-09,Стенограмма заседания парламента (2022.03.09),"important to clearly show this in the international community, to show that all the negative effects, all the culprits are Russia."
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Japan cooperates with the international community, unites and shows the rules, and shows Russia that it will be sanctioned if it goes against it"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russian action is not a local problem of Ukraine
2022-03-09,Стенограмма заседания парламента (2022.03.09),There should never be a situation where a country that has used its power in the international community has the upper hand and international law becomes meaningless
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Minister Hayashi himself indicated a policy to promptly implement sanctions against Russia in three areas, including asset freezing and suspension of visa issuance, sanctions in the financial sector, and stricter export control such as semiconductors."
2022-03-09,Стенограмма заседания парламента (2022.03.09),"the sanctions against Russia, which have been added after February 25, are an initiative that spans various and many government agencies."
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Japan is working closely with the international community, including the G7, to quickly introduce strict measures"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russian President Putin has already stated that he will raise the level of emergency deterrence. I think it's a ridiculous story
2022-03-09,Стенограмма заседания парламента (2022.03.09),I believe that it is absolutely not possible to use the existence of nuclear weapons possessed by our own country to alluate threats and restraint
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we should severely condemn the stance of President Putin or Russia, and I think that we should strongly warn the international community, including the United Nations"
2022-03-09,Стенограмма заседания парламента (2022.03.09),we recognize that Russia's raising of the posture of nuclear deterrence forces is a dangerous act that could lead to further instability of the situation
2022-03-09,Стенограмма заседания парламента (2022.03.09),"the international community, including Japan, needs to provide humanitarian support to the situation in which people flee from Ukraine"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"As Japan, in cooperation with the international community, including the G7, we will do what we should do in order to restore and build peace, we will do what we should do, of course we will do sanctions against Russia, and we will do our best to contribute to Ukraine as much as possible"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"but in such a situation in Ukraine from now on, it is very important for Japan to strengthen its defenses"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Our party has three major proposals, as a short-term proposal, from humanitarian support, economic sanctions, and even mediation of a ceasefire, in the medium term, in the form of separating Russia or various dangerous Japanese hostile countries"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Based on the lessons of the Ukraine crisis, we recommend that we increase defense spending that are not bound by the existing framework and radically review our self-defense capabilities"
2022-03-09,Стенограмма заседания парламента (2022.03.09),the nuclear-armed country called Russia is invading Ukraine
2022-03-09,Стенограмма заседания парламента (2022.03.09),"a unilateral change in the status quo due to forces such as this invasion of Ukraine should not be allowed in the Indo-Pacific region, especially in East Asia"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Ukraine this time, this is a cyber war, even now. This is a so-called information war, manipulation of public opinion, and many other things. It's a so-called hybrid war, a hybrid attack. As these things continue to happen, we must be well prepared for cyber warfar"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"I have stated that I will open up diplomacy with three determinations, but as can be seen in Russia's invasion of Ukraine and the tense U.S.-China relations, it will increase in severity and complexity"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"In the international situation, especially the determination to protect the universal values that I said first, and the determination to protect the peace and stability of Japan, which I said the second, with this, we must develop diplomacy with a high response power and a low center of gravity attitude"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Russia's current invasion of Ukraine is by no means human
2022-03-09,Стенограмма заседания парламента (2022.03.09),"we are thinking that it is necessary to take the largest response that Japan can take, including sanctions against Russia, in cooperation with the international community, including the G7"
2022-03-09,Стенограмма заседания парламента (2022.03.09),Now is the time to unite and act resolutely to safeguard the foundation of the international order
2022-03-09,Стенограмма заседания парламента (2022.03.09),it will be very important to turn your eyes from Ukraine to East Asia
2022-03-09,Стенограмма заседания парламента (2022.03.09),"The request or goal of the president of the Russian side is neutralization and demilitarization, but I think it is quite difficult to find a point of contact in the neutrality and demilitarization in reality"
2022-03-09,Стенограмма заседания парламента (2022.03.09),"there is nothing more important in the world than human life, and there should not be, negotiations and dialogue based on mutual respect and consideration of the interests of both sides are the only way to solve the most serious conflicts and problems"
2022-03-09,Стенограмма заседания парламента (2022.03.09),I really want diplomacy that is trusted by the people
2022-03-09,Стенограмма заседания парламента (2022.03.09),"Regarding Russia's invasion of Ukraine, there seems to be a way to say that it is a massacre from one side, a genocide like a Holocaust"
2022-03-11,Стенограмма заседания парламента (2022.03.11),a country called Russia is currently invading Ukraine in Ukraine. I believe that this war and conflict is completely different from the conflicts that have been fought in countries around the world so far
2022-03-11,Стенограмма заседания парламента (2022.03.11),"nuclear-armed countries have launched a one-sided invasion of non-nuclear-armed countries, and I think we must first recognize that they are completely different from the wars that have been fought in the world so far"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"This is President Putin's efforts from all countries for a peaceful solution, and without listening to this, he used force to overthrow the Zelensky regime, which claims to be the so-called demilitarized, neutralization and denazification of Ukraine"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"President Putin campaigned from various countries, and diplomacy, invaded Ukraine without listening to this, which is clear"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"Russia is a permanent member of the United Nations for Security, so the fact that Russia has done such an act this time is an act that shakes the foundation of the international order and should be severely condemned as a clear violation of international law"
2022-03-11,Стенограмма заседания парламента (2022.03.11),"Sakhalin 1, in the context of the international movement to strengthen sanctions against Russia, from the perspective of the stable supply of energy in Japan, etc., while fully considering this, it is appropriate to keep pace with the G7"
